classification,text,favorite_count_log,retweet_count,verified,followers,follow_ratio,length,capital_ratio,question_mark,exclamation_point,has_emoji,hashtag_count,has_url,media_type
1,"#breaking Airbus A320 crashes in southern France with 148 people on board 
#Germanwings http://t.co/suRCtXRGsU",2.4849066497880004,4.812184355372417,True,147333,408.12742382271466,110,0.13513513513513514,0,0,0,2,0,photo
1,MORE: Airbus #A320 was lost from Flightradar24 at 6800 feet at 09.39 UTC time #GermanWings http://t.co/WKhAjiH6pQ http://t.co/n4vTej13ff,2.6390573296152584,4.584967478670572,True,69503,891.0769230769231,136,0.25,0,0,0,2,1,photo
1,"MUSLIM CONVERT? A German news website, http://t.co/sZQQ0pKwM1 claims Andreas Lubitz was a Muslim convert http://t.co/nX2CXzgiJr",2.6390573296152584,3.4657359027997265,False,33277,177.9572192513369,127,0.375,1,0,0,0,1,none
1,schoolmates of co-pilot who crashed #4U9525 tell german reporters he took 6-months break from flight training in 2009 due to burnout-syndrom,3.332204510175204,4.736198448394496,True,4019,3.4986945169712795,140,0.009433962264150943,0,0,0,1,0,none
1,BREAKING GERMAN NEWS: Germanwings Airbus Co-Pilot Was MUSLIM CONVERT http://t.co/oRtt0ab4YA via @gatewaypundit,3.9512437185814275,4.955827057601261,False,19411,1.2836077497850955,110,0.7647058823529411,0,0,0,0,1,none
1,"All evidence indicates copilot of Airbus machine in his 6-months break during his training as a pilot in Germanwings, converted to Islam",2.8903717578961645,4.07753744390572,False,33265,177.89304812834226,136,0.03669724770642202,0,0,0,0,0,none
1,BREAKING: Lufthansa's Germanwings plane crashes in southern France -- Report,1.9459101490553132,3.7376696182833684,True,1495198,18234.134146341465,76,0.23076923076923078,0,0,0,0,0,none
1,"Germanwings co-pilot battled depression in '09, friends say. http://t.co/srhDPf4Zn5 http://t.co/I3Zd1RyNud",4.143134726391533,5.043425116919247,True,5013586,13022.303896103896,106,0.11428571428571428,0,0,0,0,1,photo
1,BREAKING We got reports the crash could be an Airbus A320 Germanwings between Barcelona and Dusseldorf.,3.6375861597263857,6.354370040797351,False,57279,149.16666666666666,103,0.19718309859154928,0,0,0,0,0,none
1,The co-pilot of the Germanwings Airbus was a convert to Islam http://t.co/Q7yHJ4Ne2d,3.332204510175204,4.882801922586371,False,4357,1.1721355567509413,84,0.14035087719298245,0,0,0,0,1,none
1,"Heart goes out to 148 passengers and crew of Germanwings Airbus A320 that has crashed in French Alps, Southern France http://t.co/K7fmJLRt4G",4.553876891600541,5.552959584921617,False,145903,1.6964792335240222,140,0.13829787234042554,0,0,0,0,0,photo
1,"#4U9525 took eight minutes to descend from 38,000 feet to impact, says Germanwings CEO Winkelmann.",2.302585092994046,3.332204510175204,False,7043,20.24137931034483,98,0.09230769230769231,0,0,0,1,0,none
1,#BREAKING German media report Germanwings co-pilot had 'serious depressive episode' http://t.co/9AsVPxukV8,2.833213344056216,4.61512051684126,True,1539284,1921.7041198501872,106,0.19444444444444445,0,0,0,1,1,none
1,#Germanwings #CoPilot was a recent Muslim convert as well as a psychiatric patient. #ISIS is lauding him as a hero. http://t.co/J29Y3tDjOP,1.791759469228055,3.7376696182833684,False,4021,0.909337553696586,138,0.13978494623655913,0,0,0,3,0,photo
1,"#4U9525 - The Airbus 320 plunged at a rate of 5,000 feet per minute before crashing.  - @PollyR_Aviation",2.833213344056216,4.941642422609304,False,58411,152.11458333333334,104,0.0967741935483871,0,0,0,1,0,none
1,#4U9525: Robin names Andreas Lubitz as the copilot in the flight deck who crashed the aircraft.,1.3862943611198906,3.4657359027997265,False,7419,21.2,95,0.057971014492753624,0,0,0,1,0,none
1,Recovered black box shows a pilot was locked out of the Germanwings cockpit before the crash http://t.co/ac6AdA5NKL http://t.co/bxgMNjEGeW,4.584967478670572,5.645446897643238,True,4245466,21550.593908629442,138,0.12244897959183673,0,0,0,0,1,photo
1,Airline #Germanwings says 144 passengers and six crew were on board the plane which crashed near #Digne,2.6390573296152584,4.532599493153256,True,1452101,207443.14285714287,103,0.0375,0,0,0,2,0,none
1,"BREAKING: Airbus A320 with 142 passengers and 6 crew members crashes in #Digne, France #4U9525 http://t.co/XTMaa9mAV2 http://t.co/ADAEpPZdMY",4.553876891600541,6.525029657843462,True,891879,1846.5424430641822,140,0.36619718309859156,0,0,0,2,1,photo
1,#Germanwings passenger plane crashes in French Alps with 148 onboard http://t.co/JCDZtv8We0 http://t.co/yE0hUNdiTr,3.7612001156935624,5.062595033026967,True,2168892,752.5652324774462,114,0.16,0,0,0,1,1,photo
1,"MORE Airbus A320 that crashed in southern France operated by Germanwings, carrying 142 passengers, 2 pilots, 4 crew http://t.co/XwKPmofTD9",2.1972245773362196,3.6888794541139363,True,893230,386.0116681071737,138,0.14285714285714285,0,0,0,0,1,none
1,"Germanwings crash plane 'lost signal at 6,800 feet', flight radar shows http://t.co/AjQxaENYSb http://t.co/cgU1GqKYqK",1.9459101490553132,3.871201010907891,True,616423,509.0206440957886,117,0.16,0,0,0,0,1,photo
1,"A Germanwings Airbus A320, flight #4U9525 BCN-DUS, crashed in southern France; 148 on board http://t.co/tUtpc26daX",2.772588722239781,4.477336814478207,False,35048,240.06164383561645,114,0.21875,0,0,0,1,1,none
1,At least 72 Germans and 35 Spanish killed in #Germanwings crash: Airline http://t.co/JeigmQOTna http://t.co/HrECGvkUuV,2.8903717578961645,4.204692619390966,True,328255,2188.3733333333334,118,0.2,0,0,0,1,1,photo
1,French prosecutor names co-pilot of #germanwings plane that crashed in the Alps as Andreas Lubitz. He was at controls of plane.,3.091042453358316,4.219507705176107,True,1537786,1919.8339575530588,127,0.050505050505050504,0,0,0,1,0,none
1,"Last words from #Germanwings A320 distress call were ""emergency, emergency,"" authorities say. http://t.co/FXVBrA7RPz http://t.co/OxfPISsdvj",5.697093486505405,6.990256500493881,True,16318700,15180.186976744186,139,0.15053763440860216,0,0,0,1,1,photo
1,"Germanwings #A320 plane crashes in southern France, French prime minister says. More soon. http://t.co/k6pv4OsCQI",4.454347296253507,6.618738983517219,True,6049903,5972.26456071076,113,0.11538461538461539,0,0,0,1,0,photo
1,Germanwings Airbus A320 en route from Barcleona to Dusseldorf crashes in southern French Alps - 148 people on board http://t.co/dqXZQFlg9U,1.6094379124341003,3.5553480614894135,True,286804,1486.0362694300518,138,0.12631578947368421,0,0,0,0,1,none
1,All passengers and crew feared dead after A320 plane crashes in southern France  http://t.co/H3YACXHTjK #4U9525 More to follow.,4.248495242049359,5.902633333401366,True,6050676,5973.027640671274,127,0.16049382716049382,0,0,0,1,1,none
1,German Wings Airbus A320 #4U9525 lost from @Flightradar24 at 6800 ft at 09.39 UTC time UPDATES http://t.co/XTMaa9mAV2 http://t.co/VwZmbhcUsn,3.6888794541139363,5.4638318050256105,True,891877,1846.5383022774326,140,0.3582089552238806,0,0,0,1,1,photo
1,#Breaking: A plane carrying at least 142 people crashes in  France. French PM says unlikely anyone on the #Germanwings  jetliner survived,2.3978952727983707,3.258096538021482,True,121059,6.1831554216252105,137,0.06862745098039216,0,0,0,2,0,none
1,"Andreas Lubitz, co-pilot who brought down #Germanwings flight intentionally, recently commended by the FAA: http://t.co/8dAYQ8vAKF",1.791759469228055,3.4011973816621555,False,36322,38.07442348008386,130,0.12903225806451613,0,0,0,1,1,none
1,"Latest update from @germanwings - now saying 144 passengers and six crew, so 150 people on board A320 that crashed http://t.co/uj1VdJyW5s",0.6931471805599453,3.258096538021482,True,15720,43.18956043956044,137,0.05319148936170213,0,0,0,0,0,photo
1,BREAKING: Germanwings co-pilot was Muslim convert http://t.co/iCRwOsU1uq,2.0794415416798357,3.332204510175204,False,9829,1.1353661353661353,72,0.3111111111111111,0,0,0,0,1,none
1,Germanwings Airbus A320 crashes in French Alps: flightradar data shows flight #4U9525 had rapid descent http://t.co/WcNAHONCnQ,2.8903717578961645,4.6443908991413725,True,3404435,3137.7290322580643,126,0.1686746987951807,0,0,0,1,1,none
1,BREAKING: Germanwings CEO: plane went into 8-minute descent before crashing.,4.007333185232471,5.71042701737487,True,4965662,676.6130262978608,76,0.23529411764705882,0,0,0,0,0,none
1,"BREAKING: French President Francois Hollande says “apparently no survivors"" in Germanwings crash, at least 148 passengers on the plane",4.007333185232471,5.537334267018537,True,4054357,4697.981460023175,134,0.13402061855670103,0,0,0,0,0,none
1,"A @germanwings A322 #4U9525, BCN-DUS,  with at least 143 passengers has crashed today at 9.39 UTC http://t.co/L7Wtodurt7",2.3978952727983707,3.8501476017100584,False,5464,7.296395193591455,120,0.2222222222222222,0,0,0,1,0,photo
1,BREAKING: Germanwings Airbus A320 crashes in French Alps | via @BBCBreaking,3.1354942159291497,4.1588830833596715,False,2021304,2750.074829931973,75,0.3953488372093023,0,0,0,0,0,none
1,.@flightradar24 altitude &amp; speed chart of #4U9525. Aircraft entered a steep but constant descent. http://t.co/Hl7IVhZCmy,4.189654742026425,5.442417710521793,False,13070,18.943478260869565,124,0.08333333333333333,0,0,0,1,0,photo
1,Terrible news... Airbus A320 from Barcelona to Dusseldorf has crashed in France (Germanwings Flight 9525). http://t.co/C3zpWZ5bIF,0.6931471805599453,3.295836866004329,False,11062,47.27777777777778,129,0.15853658536585366,0,0,0,0,0,photo
1,"The door is solid, you can’t knock it down… it’s bulletproof-@JimTilmon on @NYTimes rpt #Germanwings pilot locked out http://t.co/hs20B8jC4b",4.248495242049359,5.043425116919247,True,525638,3754.5642857142857,140,0.09278350515463918,0,0,0,1,0,photo
1,Andreas Lubitiz was 'deemed unsuitable for flight duties' during  training #Germanwings http://t.co/nk5GGyuxaa http://t.co/HQpKZD4DSI,2.0794415416798357,3.4339872044851463,True,1108862,630.7525597269624,133,0.13978494623655913,0,0,0,1,1,photo
1,UPDATE: Germanwings #A320 from Barcelona to Dusseldorf sent out a distress call at 1047 local time - @skymarkwhite,2.0794415416798357,3.4657359027997265,False,35845,37.93227513227513,114,0.12987012987012986,0,0,0,1,0,none
1,"Received news that a Germanwings Airbus A320 plane crashed in southern France, carrying 142 passengers &amp; 6 crew onboard.",1.3862943611198906,3.4339872044851463,False,4264,6.737756714060032,124,0.054945054945054944,0,0,0,0,0,none
1,Thank God he's not a Muslim! Otherwise the world'd be on a Muslim hate spree now #Germanwings http://t.co/NoXAhjSmP7 http://t.co/Qdsc50p86W,2.772588722239781,3.4011973816621555,False,2862,1.0698804185351272,139,0.14444444444444443,0,1,0,1,1,photo
1,UPDATE: No survivors are expected among the 150 people aboard #Germanwings plane. http://t.co/hd7zdUJtH4 http://t.co/iibVTBuIqz,5.298317366548036,6.434546518787453,True,5005731,13001.9012987013,127,0.18292682926829268,0,0,0,1,1,photo
1,"Latest on #Germanwings crash: Pilots signaled 911 before dropping out of midair; airline CEO calls this a ""dark day."" http://t.co/S5CZoWnn2T",3.5263605246161616,4.564348191467836,True,5122787,1828.2612419700215,140,0.11578947368421053,0,0,0,1,1,none
1,NEWS: 'Emergency Emergency' was the final distress call that was sent from the cockpit of flight #4U9525  - @PollyR_Aviation,3.091042453358316,4.875197323201151,False,58408,152.10677083333334,124,0.11904761904761904,0,0,0,1,0,none
1,French President François Hollande states that there are no survivors expected in the Germanwings #4U9525 crash.,1.6094379124341003,3.6888794541139363,False,7039,20.229885057471265,112,0.07058823529411765,0,0,0,1,0,none
1,"BREAKING: A #Lufthansa #Germanwings Airbus jet carrying 148 people has crashed in southern #France, en route from #Barcelona to #Duesseldorf",0.6931471805599453,4.189654742026425,True,14305,53.182156133829,140,0.15463917525773196,0,0,0,5,0,none
1,Pilot of Germanwings Airbus Was MUSLIM CONVERT …’Hero of Islamic State’? http://t.co/o7H6OuEfJd via @gatewaypundit http://t.co/GlDWraPosJ,2.70805020110221,3.784189633918261,False,435,1.0738916256157636,137,0.3717948717948718,1,0,0,0,1,photo
1,"Flight #4U9525 is a flight from Barcelona to Dusseldorf.
STD 08:35
ATD 09:00
STA 10:55
Signal lost 09:41
http://t.co/FHoX6q0GHt",4.653960350157523,6.643789733147672,True,214178,578.8621621621621,127,0.3333333333333333,0,0,0,1,1,none
1,"Accident aircraft looks to be Germanwings (Airline code 4U or GWI) flight 9525, Barcelona to Dusseldorf. #4U9525 http://t.co/TIZc1N1ZrK",2.3978952727983707,4.07753744390572,False,44760,19.929207479964383,135,0.19753086419753085,0,0,0,1,0,photo
1,"German Airbus A320 Plane Crashes, 148 People DEAD
https://t.co/94oOOSSSVv
#4U9525 #germanwings #GermanWingsCrash #Airbus320 #planecrash",0.6931471805599453,4.74493212836325,False,228,5.585365853658536,135,0.28,0,0,0,5,1,none
1,Thoughts and prayers with the families and relatives of #Germanwings Airbus A320 plane crash: Two babies and 16 children among 150 dead.,2.0794415416798357,6.144185634125646,False,698195,5.865369590967514,136,0.05,0,0,0,1,0,none
1,"@FRANCE24 reporter James André at French Civil Aviation Authority HQ: ""#Germanwings plane did NOT report distress signal"", no mayday.",1.6094379124341003,3.332204510175204,False,613,0.8376534788540245,133,0.20224719101123595,0,0,0,1,0,none
1,"Germanwings statement says Flight 4U9525 crashed at 11:20 local time; 144 passengers, 6 crew on board - @Morning_Joe http://t.co/by471NAzFg",3.828641396489095,5.3981627015177525,True,7411804,14171.711281070746,139,0.09195402298850575,0,0,0,0,1,none
1,UPDATE CRASH Germanwings #4U9525 Crash of an A320 disappeared  at 09:39 UTC from radar http://t.co/GRUjOCXkr9 http://t.co/HWrvDD24ac,5.241747015059643,7.406103381237015,False,58365,151.99479166666666,132,0.45161290322580644,0,0,0,1,1,photo
1,Germanwings Airbus A320 plane crash: Two babies and 16 children among 150 dead http://t.co/UGlaM0vpoK http://t.co/9yCcn7Hzz8,2.995732273553991,4.477336814478207,True,337977,52.93312451057165,124,0.1282051282051282,0,0,0,0,1,photo
1,"BREAKING: Plane flying form #Barcelona to #Frankfurt crashes in #France, 142 people were on board. #germanwings http://t.co/wjAo0LZtp2",1.0986122886681098,7.306531398939505,False,207240,5921.171428571429,134,0.1724137931034483,0,0,0,4,0,photo
1,Germanwings co-pilot had serious depressive episode: Bild newspaper http://t.co/RgSTrehD21,3.9889840465642745,5.0106352940962555,True,6471051,6139.518026565465,90,0.08823529411764706,0,0,0,0,1,none
1,"German PI-News Magazine is Reporting Germanwings Co-Pilot Was Recent Convert to Islam😏

Read: http://t.co/6aNN7RQUZ6 http://t.co/u9ggRyxnVD",2.302585092994046,3.6375861597263857,False,42903,1.1777753376523554,139,0.27380952380952384,0,0,1,0,1,photo
1,BREAKING: Update - AFP: Aviation official says #Germanwings crew did not send a distress signal via @BBCBreaking  - @FlightCrisis,1.6094379124341003,3.871201010907891,False,56258,146.89033942558746,129,0.23809523809523808,0,0,0,1,0,none
1,"Reports: Crashed #Germanwings plane was carrying 148 people, including 142 passengers, two pilots and four flight attendants.",2.70805020110221,4.454347296253507,True,131018,307.556338028169,125,0.03125,0,0,0,1,0,none
1,BREAKING: 148 feared dead in crashed #Germanwings flight http://t.co/bnEGQsxBFL,3.4965075614664802,5.123963979403259,True,418641,225.0763440860215,79,0.3191489361702128,0,0,0,1,0,photo
1,DEVELOPING: Pilot locked out of cockpit in @Germanwings Alps crash: report. http://t.co/CcqpToOQTn http://t.co/XlNXG8Rz3v,2.3978952727983707,3.828641396489095,True,300764,290.31370656370655,121,0.323943661971831,0,0,0,0,1,photo
1,"BREAKING #Germanwings #4U9525 co-pilot's name is Andreas Lubitz, a German national, says Marseilles prosecutor.",2.4849066497880004,4.343805421853684,False,61320,158.04381443298968,111,0.1917808219178082,0,0,0,2,0,none
1,BREAKING - A Germanwings Airbus A320 plane reportedly crashed in the region of Digne (French Alps) #Flightradar24 - French TV #itele,2.302585092994046,3.828641396489095,True,44674,60.86512261580381,132,0.2289156626506024,0,0,0,2,0,none
1,Several European news agencies reporting an accident involving a Germanwings Airbus A320 in southern France. Developing... #breaking,2.4849066497880004,3.4965075614664802,False,44744,19.922083704363313,132,0.06862745098039216,0,0,0,1,0,none
1,NEWS #Germanwings co-pilot Andreas Lubitz had serious depressive episode (Bild newspaper) #4U9525 http://t.co/BV21WXdxdb,1.6094379124341003,3.367295829986474,False,61820,159.33247422680412,120,0.16455696202531644,0,0,0,2,1,none
1,"Airbus plane operated by Lufthansa's Germanwings airline crashes in southern France, officials say - @Reuters http://t.co/by471NAzFg",4.430816798843313,6.413458957167357,True,7411803,14171.709369024857,132,0.08163265306122448,0,0,0,0,1,none
1,BREAKING Germanwings says 144 passengers and 6 crew on crashed plane http://t.co/wFg8KTSve2 http://t.co/qTYmopB5aj,2.5649493574615367,4.663439094112067,False,57275,149.15625,114,0.22857142857142856,0,0,0,0,1,photo
1,"Airbus passenger plane crashed in French Alps said to belong to Lufthansa subsidiary Germanwings, flying Barcelone-Dusseldorf",1.0986122886681098,3.332204510175204,False,3200,1.487453531598513,125,0.06862745098039216,0,0,0,0,0,none
1,"Sad news, plane crashed in southern France http://t.co/2K5CklKRzZ #GermanWings",2.302585092994046,4.127134385045092,False,1740,1.21493370551291,78,0.16981132075471697,0,0,0,1,1,none
1,French Prime Minister now confirming the plane crash. (via @afneil). #4U9525,2.0794415416798357,4.04305126783455,True,20839,15.380073800738007,76,0.07692307692307693,0,0,0,1,0,none
1,"One pilot was locked out of cockpit before #Germanwings flight #4U9525 crashed, killing 150: http://t.co/A7THsq3ea8",2.8903717578961645,4.189654742026425,True,2561329,43.678143278593474,115,0.07894736842105263,0,0,0,2,1,none
1,"The co-pilot who rammed the Germanwings plane into the French Alps had previously ""battled depression"" http://t.co/PSBNTXo5AV",2.5649493574615367,3.8918202981106265,True,757396,18.416948328267477,125,0.13333333333333333,0,0,0,0,1,none
1,"#Germanwings latest: http://t.co/8tZopIBYLh
- #Airbus A320 crashes in French Alps
- Barcelona-to-Dusseldorf flight
- 142 passengers &amp; 6 crew",6.261491684321042,7.473637108496206,True,14132292,3533073.25,144,0.13043478260869565,0,0,0,2,1,none
1,BREAKING: Prosecutor identifies #Germanwings pilot who deliberately crashed plane carrying 150 people as German national Andreas Lubitz.,2.4849066497880004,4.127134385045092,False,20699,2.629573170731707,136,0.12745098039215685,0,0,0,1,0,none
1,"Germanwings CEO says 72 Germans, 35 Spanish citizens and two Americans were aboard plane that crashed in France: http://t.co/JSc0IwmqJu",3.1354942159291497,4.912654885736052,True,4972198,677.5036108461643,135,0.1276595744680851,0,0,0,0,1,none
1,"ALERT Photo: Germanwings crash plane 'lost signal at 6,800 feet,' flight radar shows - @itvnews http://t.co/m358Qc2Na1",2.3978952727983707,3.9889840465642745,False,57125,149.15404699738903,118,0.12162162162162163,0,0,0,0,1,none
1,A Germanwings A320 has crashed en route to Dusseldorf. Flight Radar 24 of the last known position. #4U9525 http://t.co/FrI93NrYFF,2.4849066497880004,3.9512437185814275,False,11432,1.5815465486235993,129,0.16455696202531644,0,0,0,1,0,photo
1,» http://t.co/VPPJAceoql plane crash #planecrash Report: Pilot locked out of cockpit before Germanwings crash 27 http://t.co/8IymLEfX69,0.6931471805599453,3.4965075614664802,False,21540,1.0015343128138368,135,0.13186813186813187,0,0,0,1,1,photo
1,NEWS Germanwings pilot was muslim convert http://t.co/hQ9YdkHw3T,2.833213344056216,4.204692619390966,False,61746,159.55297157622738,64,0.20930232558139536,0,0,0,0,1,none
1,BREAKING: 148 passengers were on board #GermanWings Airbus A320 which has crashed in the southern French Alps http://t.co/VxxvrU9XmV,1.791759469228055,4.418840607796598,True,502598,16212.870967741936,132,0.21428571428571427,0,0,0,1,1,none
1,All Muslims are not like that... Okay? RT @DrShobha The co-pilot of the Germanwings Airbus was a convert to Islam,3.4657359027997265,4.394449154672439,False,88123,427.7864077669903,113,0.14102564102564102,1,0,0,0,0,none
1,IMAGE: .@flightradar24 altitude &amp; speed chart of #4U9525. Aircraft entered a steep but constant descent. http://t.co/MoG0h2Dvaq,2.6390573296152584,3.9889840465642745,False,35881,37.89017951425554,131,0.11764705882352941,0,0,0,1,0,photo
1,"Germanwings plane crashes in France, up to 150 feared dead http://t.co/n44I07mnoh",3.8066624897703196,5.950642552587727,True,6446943,6116.645161290323,81,0.05357142857142857,0,0,0,0,1,none
1,BREAKING: German Media Site Says Germanwings Co-Pilot Was Muslim Convert http://t.co/bTKvcLMN60 via @anyclinic,3.295836866004329,3.8918202981106265,False,571658,1.2606574766076906,110,0.3484848484848485,0,0,0,0,1,none
1,Update - AFP: Aviation official says #Germanwings crew did not send a distress signal,3.044522437723423,4.174387269895637,True,1452091,207441.7142857143,85,0.09375,0,0,0,1,0,none
1,DGAC clarifies: Germanwings didn't itself issue distress call but ATC launhed distress phase due combination of descent and no radio contact,1.9459101490553132,3.6375861597263857,False,48000,112.41451990632318,140,0.07207207207207207,0,0,0,0,0,none
1,"Flight #4U9525 initially climbed to 38,000 feet before before it started to descend and lost signal at 6,800 feet. http://t.co/MthXQ232Hn",5.313205979041787,7.1631723908466425,True,214148,578.7810810810811,137,0.06896551724137931,0,0,0,1,0,photo
1,"#BREAKING: A #Germanwings Airbus A320 plane has crashed in southern France, police and aviation officials say.",3.1354942159291497,5.062595033026967,True,613246,549.5044802867384,110,0.17333333333333334,0,0,0,2,0,none
1,French officials confirm i/d of #Germanwings copilot as being Andreas  Lubitz. Thought to be 28 y/o. Pictured here. http://t.co/bEKvhEACa1,2.302585092994046,3.8918202981106265,False,677,9.549295774647888,138,0.11578947368421053,0,0,0,1,0,photo
1,"French PM: fears 142-150 passengers died when @germanwings flight #4U9525 crashed in the French Alps

#Airbus #A320 http://t.co/hpCGZtf2qd",3.5553480614894135,5.860786223465865,False,7859,23.1858407079646,138,0.13095238095238096,0,0,0,3,0,photo
1,2 babies were among 144 passengers on board crashed #Germanwings plane - @germanwings says in news briefing http://t.co/INhcBgUKHF,5.726847747587197,6.285998094508865,True,14132258,3533064.75,130,0.0851063829787234,0,0,0,1,1,none
1,Hashtags #4U9525 #GermanWings #A320 all useful for latest info on plane crash in southern France.,3.044522437723423,4.5217885770490405,True,20839,15.380073800738007,97,0.09090909090909091,0,0,0,3,0,none
1,"The #Germanwings plane which crashed in the French Alps descended at an ""unprecedented"" rate, an aviation expert says http://t.co/h2N4a9lpOJ",3.332204510175204,4.795790545596741,True,1963500,109083.38888888889,140,0.0673076923076923,0,0,0,1,1,none
1,A German news website claims #Germanwings co-pilot #AndreasLubitz was a Muslim convert http://t.co/4PHWRSrxwu,2.1972245773362196,3.4011973816621555,False,21046,1.0351662404092072,109,0.14102564102564102,0,0,0,2,1,none
1,"If the #Germanwings copilot #Lubitz was Muslim,it wud hv been a classic terrorism case.But hes not brown,so clearly it a mental heath issue!",3.8918202981106265,4.465908118654584,False,1223,4.264808362369338,140,0.046296296296296294,0,1,0,2,0,none
1,148 people were on board the #Germanwings plane which crashed in the French Alps. Here's what we know so far http://t.co/5sZVPg9XFR,3.58351893845611,4.736198448394496,True,1963401,109077.88888888889,131,0.11235955056179775,0,0,0,1,1,none
1,142 PEOPLE ON BOARD GERMANWINGS AIRBUS A320 THAT CRASHED IN SOUTHERN FRANCE,1.0986122886681098,3.713572066704308,False,8818,74.10924369747899,75,58.0,0,0,0,0,0,none
1,Germanwings plane crash: Airbus A320 crashes in French Alps with 148 on board -latest updates http://t.co/5K1ZxWqXh0 http://t.co/vzStX3iozK,1.6094379124341003,3.828641396489095,True,337976,52.93296789350039,139,0.13333333333333333,0,0,0,0,1,photo
1,"The copilot of the Germanwings plans, Andreas Guenter Lubitz, appeared to want to ""destroy the plane,"" French prosecutor says.",1.0986122886681098,3.4965075614664802,True,1183689,2216.6479400749063,126,0.061855670103092786,0,0,0,0,0,none
1,"150 people were on board plane that crashed in France today, #Germanwings CEO says. http://t.co/HAhU3MmiMf http://t.co/QFCbhPWSJI",6.920671504248683,7.693025748417888,True,25299872,221928.7105263158,129,0.225,0,0,0,1,1,photo
1,"BREAKING: #Germanwings crash victims include 72 German citizens, 35 Spaniards, 2 Americans, per CEO - via @AP",1.791759469228055,3.4657359027997265,True,893549,386.31647211413747,109,0.26153846153846155,0,0,0,1,0,none
1,BREAKING #A320 crashed could be Germanwings flight #4U9525 from Barcelona to Dusseldorf. http://t.co/FJvY7woj4t,5.241747015059643,7.192182058713246,False,58393,152.06770833333334,111,0.24242424242424243,0,0,0,2,0,photo
1,Doomed Germanwings co-pilot 'suffered burnout or depression' years before crash http://t.co/nkqWoRwKUK http://t.co/QRMJTWGAIr,1.9459101490553132,3.5263605246161616,True,339535,53.16048222952873,125,0.18604651162790697,0,0,0,0,1,photo
1,"Germanwings flight A320 plunged 31,200 feet in just ten minutes, according to radar data http://t.co/hv1iOCbIHA http://t.co/OQ4nlyTZ4y",3.4657359027997265,5.231108616854587,True,903753,383.92268479184366,134,0.12790697674418605,0,0,0,0,1,photo
